20270001/1;1;10001;20001;30001;40001
20271251/1;4583;14583;24583;34583;44583
20271251/1;6249;16249;26249;36249;46249
20271251/1;7915;17915;27915;37915;47915
20271251/1;9581;19581;29581;39581;49581
20271251/1;51251;61251;71251;81251;91251
20271251/1;52917;62917;72917;82917;92917
20271251/1;54583;64583;74583;84583;94583
20271251/1;56249;66249;76249;86249;96249
20271251/1;57915;67915;77915;87915;97915
20271251/1;59581;69581;79581;89581;99581
20271252/1;1252;11252;21252;31252;41252
20271252/1;2918;12918;22918;32918;42918
20271252/1;4584;14584;24584;34584;44584
20271252/1;6250;16250;26250;36250;46250
20271252/1;7916;17916;27916;37916;47916
20271252/1;9582;19582;29582;39582;49582
20271252/1;51252;61252;71252;81252;91252
20271252/1;52918;62918;72918;82918;92918
20271252/1;54584;64584;74584;84584;94584
20271252/1;56250;66250;76250;86250;96250
20271252/1;57916;67916;77916;87916;97916
20271252/1;59582;69582;79582;89582;99582
20271253/1;1253;11253;21253;31253;41253
20271253/1;2919;12919;22919;32919;42919
20271253/1;4585;14585;24585;34585;44585
20271253/1;6251;16251;26251;36251;46251
20271253/1;7917;17917;27917;37917;47917
20271253/1;9583;19583;29583;39583;49583
20271253/1;51253;61253;71253;81253;91253
20271253/1;52919;62919;72919;82919;92919
20271253/1;54585;64585;74585;84585;94585
20271253/1;56251;66251;76251;86251;96251
20271253/1;57917;67917;77917;87917;97917
20271253/1;59583;69583;79583;89583;99583
20271254/1;1254;11254;21254;31254;41254
20271254/1;2920;12920;22920;32920;42920
20271254/1;4586;14586;24586;34586;44586
20271254/1;6252;16252;26252;36252;46252
20271254/1;7918;17918;27918;37918;47918
20271254/1;9584;19584;29584;39584;49584
20271254/1;51254;61254;71254;81254;91254
20271254/1;52920;62920;72920;82920;92920
20271254/1;54586;64586;74586;84586;94586
20271254/1;56252;66252;76252;86252;96252
20271254/1;57918;67918;77918;87918;97918
20271254/1;59584;69584;79584;89584;99584
20271255/1;1255;11255;21255;31255;41255
20271255/1;2921;12921;22921;32921;42921
20271255/1;4587;14587;24587;34587;44587
20271255/1;6253;16253;26253;36253;46253
20271255/1;7919;17919;27919;37919;47919
20271255/1;9585;19585;29585;39585;49585
20271255/1;51255;61255;71255;81255;91255
20271255/1;52921;62921;72921;82921;92921
20271255/1;54587;64587;74587;84587;94587
20271255/1;56253;66253;76253;86253;96253
20271255/1;57919;67919;77919;87919;97919
20271255/1;59585;69585;79585;89585;99585
20271256/1;1256;11256;21256;31256;41256
20271256/1;2922;12922;22922;32922;42922
20271256/1;4588;14588;24588;34588;44588
20271256/1;6254;16254;26254;36254;46254
20271256/1;7920;17920;27920;37920;47920
20271256/1;9586;19586;29586;39586;49586
20271256/1;51256;61256;71256;81256;91256
20271256/1;52922;62922;72922;82922;92922
20271256/1;54588;64588;74588;84588;94588
20271256/1;56254;66254;76254;86254;96254
20271256/1;57920;67920;77920;87920;97920
20271256/1;59586;69586;79586;89586;99586
20271257/1;1257;11257;21257;31257;41257
20271257/1;2923;12923;22923;32923;42923
20271257/1;4589;14589;24589;34589;44589
20271257/1;6255;16255;26255;36255;46255
20271257/1;7921;17921;27921;37921;47921
20271257/1;9587;19587;29587;39587;49587
20271257/1;51257;61257;71257;81257;91257
20271257/1;52923;62923;72923;82923;92923
20271257/1;54589;64589;74589;84589;94589
20271257/1;56255;66255;76255;86255;96255
20271257/1;57921;67921;77921;87921;97921
20271257/1;59587;69587;79587;89587;99587
20271258/1;1258;11258;21258;31258;41258
20271258/1;2924;12924;22924;32924;42924
20271258/1;4590;14590;24590;34590;44590
20271258/1;6256;16256;26256;36256;46256
20271258/1;7922;17922;27922;37922;47922
20271258/1;9588;19588;29588;39588;49588
20271258/1;51258;61258;71258;81258;91258
20271258/1;52924;62924;72924;82924;92924
20271258/1;54590;64590;74590;84590;94590
20271258/1;56256;66256;76256;86256;96256
20271258/1;57922;67922;77922;87922;97922
20271258/1;59588;69588;79588;89588;99588
20271259/1;1259;11259;21259;31259;41259
20271259/1;2925;12925;22925;32925;42925
20271259/1;4591;14591;24591;34591;44591
20271259/1;6257;16257;26257;36257;46257
20271259/1;7923;17923;27923;37923;47923
20271259/1;9589;19589;29589;39589;49589
20271259/1;51259;61259;71259;81259;91259
20271259/1;52925;62925;72925;82925;92925
20271259/1;54591;64591;74591;84591;94591
20271259/1;56257;66257;76257;86257;96257
20271259/1;57923;67923;77923;87923;97923
20271259/1;59589;69589;79589;89589;99589
20271260/1;1260;11260;21260;31260;41260
20271260/1;2926;12926;22926;32926;42926
20271260/1;4592;14592;24592;34592;44592
20271260/1;6258;16258;26258;36258;46258
20271260/1;7924;17924;27924;37924;47924
20271260/1;9590;19590;29590;39590;49590
20271260/1;51260;61260;71260;81260;91260
20271260/1;52926;62926;72926;82926;92926
20271260/1;54592;64592;74592;84592;94592
20271260/1;56258;66258;76258;86258;96258
20271260/1;57924;67924;77924;87924;97924
20271260/1;59590;69590;79590;89590;99590
20271261/1;1261;11261;21261;31261;41261
20271261/1;2927;12927;22927;32927;42927
20271261/1;4593;14593;24593;34593;44593
20271261/1;6259;16259;26259;36259;46259
20271261/1;7925;17925;27925;37925;47925
20271261/1;9591;19591;29591;39591;49591
20271261/1;51261;61261;71261;81261;91261
20271261/1;52927;62927;72927;82927;92927
20271261/1;54593;64593;74593;84593;94593
20271261/1;56259;66259;76259;86259;96259
20271261/1;57925;67925;77925;87925;97925
20271261/1;59591;69591;79591;89591;99591
20271262/1;1262;11262;21262;31262;41262
20271262/1;2928;12928;22928;32928;42928
20271262/1;4594;14594;24594;34594;44594
20271262/1;6260;16260;26260;36260;46260
20271262/1;7926;17926;27926;37926;47926
20271262/1;9592;19592;29592;39592;49592
20271262/1;51262;61262;71262;81262;91262
20271262/1;52928;62928;72928;82928;92928
20271262/1;54594;64594;74594;84594;94594
20271262/1;56260;66260;76260;86260;96260
20271262/1;57926;67926;77926;87926;97926
20271262/1;59592;69592;79592;89592;99592
20271263/1;1263;11263;21263;31263;41263
20271263/1;2929;12929;22929;32929;42929
20271263/1;4595;14595;24595;34595;44595
20271263/1;6261;16261;26261;36261;46261
20271263/1;7927;17927;27927;37927;47927
20271263/1;9593;19593;29593;39593;49593
20271263/1;51263;61263;71263;81263;91263
20271263/1;52929;62929;72929;82929;92929
20271263/1;54595;64595;74595;84595;94595
20271263/1;56261;66261;76261;86261;96261
20271263/1;57927;67927;77927;87927;97927
20271263/1;59593;69593;79593;89593;99593
20271264/1;1264;11264;21264;31264;41264
20271264/1;2930;12930;22930;32930;42930
20271264/1;4596;14596;24596;34596;44596
20271264/1;6262;16262;26262;36262;46262
20271264/1;7928;17928;27928;37928;47928
20271264/1;9594;19594;29594;39594;49594
20271264/1;51264;61264;71264;81264;91264
20271264/1;52930;62930;72930;82930;92930
20271264/1;54596;64596;74596;84596;94596
20271264/1;56262;66262;76262;86262;96262
20271264/1;57928;67928;77928;87928;97928
20271264/1;59594;69594;79594;89594;99594
20271265/1;1265;11265;21265;31265;41265
20271265/1;2931;12931;22931;32931;42931
20271265/1;4597;14597;24597;34597;44597
20271265/1;6263;16263;26263;36263;46263
20271265/1;7929;17929;27929;37929;47929
20271265/1;9595;19595;29595;39595;49595
20271265/1;51265;61265;71265;81265;91265
20271265/1;52931;62931;72931;82931;92931
20271265/1;54597;64597;74597;84597;94597
20271265/1;56263;66263;76263;86263;96263
20271265/1;57929;67929;77929;87929;97929
20271265/1;59595;69595;79595;89595;99595
20271266/1;1266;11266;21266;31266;41266
20271266/1;2932;12932;22932;32932;42932
20271266/1;4598;14598;24598;34598;44598
20271266/1;6264;16264;26264;36264;46264
20271266/1;7930;17930;27930;37930;47930
20271266/1;9596;19596;29596;39596;49596
20271266/1;51266;61266;71266;81266;91266
20271266/1;52932;62932;72932;82932;92932
20271266/1;54598;64598;74598;84598;94598
20271266/1;56264;66264;76264;86264;96264
20271266/1;57930;67930;77930;87930;97930
20271266/1;59596;69596;79596;89596;99596
20271267/1;1267;11267;21267;31267;41267
20271267/1;2933;12933;22933;32933;42933
20271267/1;4599;14599;24599;34599;44599
20271267/1;6265;16265;26265;36265;46265
20271267/1;7931;17931;27931;37931;47931
20271267/1;9597;19597;29597;39597;49597
20271267/1;51267;61267;71267;81267;91267
20271267/1;52933;62933;72933;82933;92933
20271267/1;54599;64599;74599;84599;94599
20271267/1;56265;66265;76265;86265;96265
20271267/1;57931;67931;77931;87931;97931
20271267/1;59597;69597;79597;89597;99597
20271268/1;1268;11268;21268;31268;41268
20271268/1;2934;12934;22934;32934;42934
20271268/1;4600;14600;24600;34600;44600
20271268/1;6266;16266;26266;36266;46266
20271268/1;7932;17932;27932;37932;47932
20271268/1;9598;19598;29598;39598;49598
20271268/1;51268;61268;71268;81268;91268
20271268/1;52934;62934;72934;82934;92934
20271268/1;54600;64600;74600;84600;94600
20271268/1;56266;66266;76266;86266;96266
20271268/1;57932;67932;77932;87932;97932
20271268/1;59598;69598;79598;89598;99598
20271269/1;1269;11269;21269;31269;41269
20271269/1;2935;12935;22935;32935;42935
20271269/1;4601;14601;24601;34601;44601
20271269/1;6267;16267;26267;36267;46267
20271269/1;7933;17933;27933;37933;47933
20271269/1;9599;19599;29599;39599;49599
20271269/1;51269;61269;71269;81269;91269
20271269/1;52935;62935;72935;82935;92935
20271269/1;54601;64601;74601;84601;94601
20271269/1;56267;66267;76267;86267;96267
20271269/1;57933;67933;77933;87933;97933
20271269/1;59599;69599;79599;89599;99599
20271270/1;1270;11270;21270;31270;41270
20271270/1;2936;12936;22936;32936;42936
20271270/1;4602;14602;24602;34602;44602
20271270/1;6268;16268;26268;36268;46268
20271270/1;7934;17934;27934;37934;47934
20271270/1;9600;19600;29600;39600;49600
20271270/1;51270;61270;71270;81270;91270
20271270/1;52936;62936;72936;82936;92936
20271270/1;54602;64602;74602;84602;94602
20271270/1;56268;66268;76268;86268;96268
20271270/1;57934;67934;77934;87934;97934
20271270/1;59600;69600;79600;89600;99600
20271271/1;1271;11271;21271;31271;41271
20271271/1;2937;12937;22937;32937;42937
20271271/1;4603;14603;24603;34603;44603
20271271/1;6269;16269;26269;36269;46269
20271271/1;7935;17935;27935;37935;47935
20271271/1;9601;19601;29601;39601;49601
20271271/1;51271;61271;71271;81271;91271
20271271/1;52937;62937;72937;82937;92937
20271271/1;54603;64603;74603;84603;94603
20271271/1;56269;66269;76269;86269;96269
20271271/1;57935;67935;77935;87935;97935
20271271/1;59601;69601;79601;89601;99601
20271272/1;1272;11272;21272;31272;41272
20271272/1;2938;12938;22938;32938;42938
20271272/1;4604;14604;24604;34604;44604
20271272/1;6270;16270;26270;36270;46270
20271272/1;7936;17936;27936;37936;47936
20271272/1;9602;19602;29602;39602;49602
20271272/1;51272;61272;71272;81272;91272
20271272/1;52938;62938;72938;82938;92938
20271272/1;54604;64604;74604;84604;94604
20271272/1;56270;66270;76270;86270;96270
20271272/1;57936;67936;77936;87936;97936
20271272/1;59602;69602;79602;89602;99602
20271273/1;1273;11273;21273;31273;41273
20271273/1;2939;12939;22939;32939;42939
20271273/1;4605;14605;24605;34605;44605
20271273/1;6271;16271;26271;36271;46271
20271273/1;7937;17937;27937;37937;47937
20271273/1;9603;19603;29603;39603;49603
20271273/1;51273;61273;71273;81273;91273
20271273/1;52939;62939;72939;82939;92939
20271273/1;54605;64605;74605;84605;94605
20271273/1;56271;66271;76271;86271;96271
20271273/1;57937;67937;77937;87937;97937
20271273/1;59603;69603;79603;89603;99603
20271274/1;1274;11274;21274;31274;41274
20271274/1;2940;12940;22940;32940;42940
20271274/1;4606;14606;24606;34606;44606
20271274/1;6272;16272;26272;36272;46272
20271274/1;7938;17938;27938;37938;47938
20271274/1;9604;19604;29604;39604;49604
20271274/1;51274;61274;71274;81274;91274
20271274/1;52940;62940;72940;82940;92940
20271274/1;54606;64606;74606;84606;94606
20271274/1;56272;66272;76272;86272;96272
20271274/1;57938;67938;77938;87938;97938
20271274/1;59604;69604;79604;89604;99604
20271275/1;1275;11275;21275;31275;41275
20271275/1;2941;12941;22941;32941;42941
20271275/1;4607;14607;24607;34607;44607
20271275/1;6273;16273;26273;36273;46273
20271275/1;7939;17939;27939;37939;47939
20271275/1;9605;19605;29605;39605;49605
20271275/1;51275;61275;71275;81275;91275
20271275/1;52941;62941;72941;82941;92941
20271275/1;54607;64607;74607;84607;94607
20271275/1;56273;66273;76273;86273;96273
20271275/1;57939;67939;77939;87939;97939
20271275/1;59605;69605;79605;89605;99605
20271276/1;1276;11276;21276;31276;41276
20271276/1;2942;12942;22942;32942;42942
20271276/1;4608;14608;24608;34608;44608
20271276/1;6274;16274;26274;36274;46274
20271276/1;7940;17940;27940;37940;47940
20271276/1;9606;19606;29606;39606;49606
20271276/1;51276;61276;71276;81276;91276
20271276/1;52942;62942;72942;82942;92942
20271276/1;54608;64608;74608;84608;94608
20271276/1;56274;66274;76274;86274;96274
20271276/1;57940;67940;77940;87940;97940
20271276/1;59606;69606;79606;89606;99606
20271277/1;1277;11277;21277;31277;41277
20271277/1;2943;12943;22943;32943;42943
20271277/1;4609;14609;24609;34609;44609
20271277/1;6275;16275;26275;36275;46275
20271277/1;7941;17941;27941;37941;47941
20271277/1;9607;19607;29607;39607;49607
20271277/1;51277;61277;71277;81277;91277
20271277/1;52943;62943;72943;82943;92943
20271277/1;54609;64609;74609;84609;94609
20271277/1;56275;66275;76275;86275;96275
20271277/1;57941;67941;77941;87941;97941
20271277/1;59607;69607;79607;89607;99607
20271278/1;1278;11278;21278;31278;41278
20271278/1;2944;12944;22944;32944;42944
20271278/1;4610;14610;24610;34610;44610
20271278/1;6276;16276;26276;36276;46276
20271278/1;7942;17942;27942;37942;47942
20271278/1;9608;19608;29608;39608;49608
20271278/1;51278;61278;71278;81278;91278
20271278/1;52944;62944;72944;82944;92944
20271278/1;54610;64610;74610;84610;94610
20271278/1;56276;66276;76276;86276;96276
20271278/1;57942;67942;77942;87942;97942
20271278/1;59608;69608;79608;89608;99608
20271279/1;1279;11279;21279;31279;41279
20271279/1;2945;12945;22945;32945;42945
20271279/1;4611;14611;24611;34611;44611
20271279/1;6277;16277;26277;36277;46277
20271279/1;7943;17943;27943;37943;47943
20271279/1;9609;19609;29609;39609;49609
20271279/1;51279;61279;71279;81279;91279
20271279/1;52945;62945;72945;82945;92945
20271279/1;54611;64611;74611;84611;94611
20271279/1;56277;66277;76277;86277;96277
20271279/1;57943;67943;77943;87943;97943
20271279/1;59609;69609;79609;89609;99609
20271280/1;1280;11280;21280;31280;41280
20271280/1;2946;12946;22946;32946;42946
20271280/1;4612;14612;24612;34612;44612
20271280/1;6278;16278;26278;36278;46278
20271280/1;7944;17944;27944;37944;47944
20271280/1;9610;19610;29610;39610;49610
20271280/1;51280;61280;71280;81280;91280
20271280/1;52946;62946;72946;82946;92946
20271280/1;54612;64612;74612;84612;94612
20271280/1;56278;66278;76278;86278;96278
20271280/1;57944;67944;77944;87944;97944
20271280/1;59610;69610;79610;89610;99610
20271281/1;1281;11281;21281;31281;41281
20271281/1;2947;12947;22947;32947;42947
20271281/1;4613;14613;24613;34613;44613
20271281/1;6279;16279;26279;36279;46279
20271281/1;7945;17945;27945;37945;47945
20271281/1;9611;19611;29611;39611;49611
20271281/1;51281;61281;71281;81281;91281
20271281/1;52947;62947;72947;82947;92947
20271281/1;54613;64613;74613;84613;94613
20271281/1;56279;66279;76279;86279;96279
20271281/1;57945;67945;77945;87945;97945
20271281/1;59611;69611;79611;89611;99611
20271282/1;1282;11282;21282;31282;41282
20271282/1;2948;12948;22948;32948;42948
20271282/1;4614;14614;24614;34614;44614
20271282/1;6280;16280;26280;36280;46280
20271282/1;7946;17946;27946;37946;47946
20271282/1;9612;19612;29612;39612;49612
20271282/1;51282;61282;71282;81282;91282
20271282/1;52948;62948;72948;82948;92948
20271282/1;54614;64614;74614;84614;94614
20271282/1;56280;66280;76280;86280;96280
20271282/1;57946;67946;77946;87946;97946
20271282/1;59612;69612;79612;89612;99612
20271283/1;1283;11283;21283;31283;41283
20271283/1;2949;12949;22949;32949;42949
20271283/1;4615;14615;24615;34615;44615
20271283/1;6281;16281;26281;36281;46281
20271283/1;7947;17947;27947;37947;47947
20271283/1;9613;19613;29613;39613;49613
20271283/1;51283;61283;71283;81283;91283
20271283/1;52949;62949;72949;82949;92949
20271283/1;54615;64615;74615;84615;94615
20271283/1;56281;66281;76281;86281;96281
20271283/1;57947;67947;77947;87947;97947
20271283/1;59613;69613;79613;89613;99613
20271284/1;1284;11284;21284;31284;41284
20271284/1;2950;12950;22950;32950;42950
20271284/1;4616;14616;24616;34616;44616
20271284/1;6282;16282;26282;36282;46282
20271284/1;7948;17948;27948;37948;47948
20271284/1;9614;19614;29614;39614;49614
20271284/1;51284;61284;71284;81284;91284
20271284/1;52950;62950;72950;82950;92950
20271284/1;54616;64616;74616;84616;94616
20271284/1;56282;66282;76282;86282;96282
20271284/1;57948;67948;77948;87948;97948
20271284/1;59614;69614;79614;89614;99614
20271285/1;1285;11285;21285;31285;41285
20271285/1;2951;12951;22951;32951;42951
20271285/1;4617;14617;24617;34617;44617
20271285/1;6283;16283;26283;36283;46283
20271285/1;7949;17949;27949;37949;47949
20271285/1;9615;19615;29615;39615;49615
20271285/1;51285;61285;71285;81285;91285
20271285/1;52951;62951;72951;82951;92951
20271285/1;54617;64617;74617;84617;94617
20271285/1;56283;66283;76283;86283;96283
20271285/1;57949;67949;77949;87949;97949
20271285/1;59615;69615;79615;89615;99615
20271286/1;1286;11286;21286;31286;41286
20271286/1;2952;12952;22952;32952;42952
20271286/1;4618;14618;24618;34618;44618
20271286/1;6284;16284;26284;36284;46284
20271286/1;7950;17950;27950;37950;47950
20271286/1;9616;19616;29616;39616;49616
20271286/1;51286;61286;71286;81286;91286
20271286/1;52952;62952;72952;82952;92952
20271286/1;54618;64618;74618;84618;94618
20271286/1;56284;66284;76284;86284;96284
20271286/1;57950;67950;77950;87950;97950
20271286/1;59616;69616;79616;89616;99616
20271287/1;1287;11287;21287;31287;41287
20271287/1;2953;12953;22953;32953;42953
20271287/1;4619;14619;24619;34619;44619
20271287/1;6285;16285;26285;36285;46285
20271287/1;7951;17951;27951;37951;47951
20271287/1;9617;19617;29617;39617;49617
20271287/1;51287;61287;71287;81287;91287
20271287/1;52953;62953;72953;82953;92953
20271287/1;54619;64619;74619;84619;94619
20271287/1;56285;66285;76285;86285;96285
20271287/1;57951;67951;77951;87951;97951
20271287/1;59617;69617;79617;89617;99617
20271288/1;1288;11288;21288;31288;41288
20271288/1;2954;12954;22954;32954;42954
20271288/1;4620;14620;24620;34620;44620
20271288/1;6286;16286;26286;36286;46286
20271288/1;7952;17952;27952;37952;47952
20271288/1;9618;19618;29618;39618;49618
20271288/1;51288;61288;71288;81288;91288
20271288/1;52954;62954;72954;82954;92954
20271288/1;54620;64620;74620;84620;94620
20271288/1;56286;66286;76286;86286;96286
20271288/1;57952;67952;77952;87952;97952
20271288/1;59618;69618;79618;89618;99618
20271289/1;1289;11289;21289;31289;41289
20271289/1;2955;12955;22955;32955;42955
20271289/1;4621;14621;24621;34621;44621
20271289/1;6287;16287;26287;36287;46287
20271289/1;7953;17953;27953;37953;47953
20271289/1;9619;19619;29619;39619;49619
20271289/1;51289;61289;71289;81289;91289
20271289/1;52955;62955;72955;82955;92955
20271289/1;54621;64621;74621;84621;94621
20271289/1;56287;66287;76287;86287;96287
20271289/1;57953;67953;77953;87953;97953
20271289/1;59619;69619;79619;89619;99619
20271290/1;1290;11290;21290;31290;41290
20271290/1;2956;12956;22956;32956;42956
20271290/1;4622;14622;24622;34622;44622
20271290/1;6288;16288;26288;36288;46288
20271290/1;7954;17954;27954;37954;47954
20271290/1;9620;19620;29620;39620;49620
20271290/1;51290;61290;71290;81290;91290
20271290/1;52956;62956;72956;82956;92956
20271290/1;54622;64622;74622;84622;94622
20271290/1;56288;66288;76288;86288;96288
20271290/1;57954;67954;77954;87954;97954
20271290/1;59620;69620;79620;89620;99620
20271291/1;1291;11291;21291;31291;41291
20271291/1;2957;12957;22957;32957;42957
20271291/1;4623;14623;24623;34623;44623
20271291/1;6289;16289;26289;36289;46289
20271291/1;7955;17955;27955;37955;47955
20271291/1;9621;19621;29621;39621;49621
20271291/1;51291;61291;71291;81291;91291
20271291/1;52957;62957;72957;82957;92957
20271291/1;54623;64623;74623;84623;94623
20271291/1;56289;66289;76289;86289;96289
20271291/1;57955;67955;77955;87955;97955
20271291/1;59621;69621;79621;89621;99621
20271292/1;1292;11292;21292;31292;41292
20271292/1;2958;12958;22958;32958;42958
20271292/1;4624;14624;24624;34624;44624
20271292/1;6290;16290;26290;36290;46290
20271292/1;7956;17956;27956;37956;47956
20271292/1;9622;19622;29622;39622;49622
20271292/1;51292;61292;71292;81292;91292
20271292/1;52958;62958;72958;82958;92958
20271292/1;54624;64624;74624;84624;94624
20271292/1;56290;66290;76290;86290;96290
20271292/1;57956;67956;77956;87956;97956
20271292/1;59622;69622;79622;89622;99622
20271293/1;1293;11293;21293;31293;41293
20271293/1;2959;12959;22959;32959;42959
20271293/1;4625;14625;24625;34625;44625
20271293/1;6291;16291;26291;36291;46291
20271293/1;7957;17957;27957;37957;47957
20271293/1;9623;19623;29623;39623;49623
20271293/1;51293;61293;71293;81293;91293
20271293/1;52959;62959;72959;82959;92959
20271293/1;54625;64625;74625;84625;94625
20271293/1;56291;66291;76291;86291;96291
20271293/1;57957;67957;77957;87957;97957
20271293/1;59623;69623;79623;89623;99623
20271294/1;1294;11294;21294;31294;41294
20271294/1;2960;12960;22960;32960;42960
20271294/1;4626;14626;24626;34626;44626
20271294/1;6292;16292;26292;36292;46292
20271294/1;7958;17958;27958;37958;47958
20271294/1;9624;19624;29624;39624;49624
20271294/1;51294;61294;71294;81294;91294
20271294/1;52960;62960;72960;82960;92960
20271294/1;54626;64626;74626;84626;94626
20271294/1;56292;66292;76292;86292;96292
20271294/1;57958;67958;77958;87958;97958
20271294/1;59624;69624;79624;89624;99624
20271295/1;1295;11295;21295;31295;41295
20271295/1;2961;12961;22961;32961;42961
20271295/1;4627;14627;24627;34627;44627
20271295/1;6293;16293;26293;36293;46293
20271295/1;7959;17959;27959;37959;47959
20271295/1;9625;19625;29625;39625;49625
20271295/1;51295;61295;71295;81295;91295
20271295/1;52961;62961;72961;82961;92961
20271295/1;54627;64627;74627;84627;94627
20271295/1;56293;66293;76293;86293;96293
20271295/1;57959;67959;77959;87959;97959
20271295/1;59625;69625;79625;89625;99625
20271296/1;1296;11296;21296;31296;41296
20271296/1;2962;12962;22962;32962;42962
20271296/1;4628;14628;24628;34628;44628
20271296/1;6294;16294;26294;36294;46294
20271296/1;7960;17960;27960;37960;47960
20271296/1;9626;19626;29626;39626;49626
20271296/1;51296;61296;71296;81296;91296
20271296/1;52962;62962;72962;82962;92962
20271296/1;54628;64628;74628;84628;94628
20271296/1;56294;66294;76294;86294;96294
20271296/1;57960;67960;77960;87960;97960
20271296/1;59626;69626;79626;89626;99626
20271297/1;1297;11297;21297;31297;41297
20271297/1;2963;12963;22963;32963;42963
20271297/1;4629;14629;24629;34629;44629
20271297/1;6295;16295;26295;36295;46295
20271297/1;7961;17961;27961;37961;47961
20271297/1;9627;19627;29627;39627;49627
20271297/1;51297;61297;71297;81297;91297
20271297/1;52963;62963;72963;82963;92963
20271297/1;54629;64629;74629;84629;94629
20271297/1;56295;66295;76295;86295;96295
20271297/1;57961;67961;77961;87961;97961
20271297/1;59627;69627;79627;89627;99627
20271298/1;1298;11298;21298;31298;41298
20271298/1;2964;12964;22964;32964;42964
20271298/1;4630;14630;24630;34630;44630
20271298/1;6296;16296;26296;36296;46296
20271298/1;7962;17962;27962;37962;47962
20271298/1;9628;19628;29628;39628;49628
20271298/1;51298;61298;71298;81298;91298
20271298/1;52964;62964;72964;82964;92964
20271298/1;54630;64630;74630;84630;94630
20271298/1;56296;66296;76296;86296;96296
20271298/1;57962;67962;77962;87962;97962
20271298/1;59628;69628;79628;89628;99628
20271299/1;1299;11299;21299;31299;41299
20271299/1;2965;12965;22965;32965;42965
20271299/1;4631;14631;24631;34631;44631
20271299/1;6297;16297;26297;36297;46297
20271299/1;7963;17963;27963;37963;47963
20271299/1;9629;19629;29629;39629;49629
20271299/1;51299;61299;71299;81299;91299
20271299/1;52965;62965;72965;82965;92965
20271299/1;54631;64631;74631;84631;94631
20271299/1;56297;66297;76297;86297;96297
20271299/1;57963;67963;77963;87963;97963
20271299/1;59629;69629;79629;89629;99629
20271300/1;1300;11300;21300;31300;41300
20271300/1;2966;12966;22966;32966;42966
20271300/1;4632;14632;24632;34632;44632
20271300/1;6298;16298;26298;36298;46298
20271300/1;7964;17964;27964;37964;47964
20271300/1;9630;19630;29630;39630;49630
20271300/1;51300;61300;71300;81300;91300
20271300/1;52966;62966;72966;82966;92966
20271300/1;54632;64632;74632;84632;94632
20271300/1;56298;66298;76298;86298;96298
20271300/1;57964;67964;77964;87964;97964
20271300/1;59630;69630;79630;89630;99630
20271301/1;1301;11301;21301;31301;41301
20271301/1;2967;12967;22967;32967;42967
20271301/1;4633;14633;24633;34633;44633
20271301/1;6299;16299;26299;36299;46299
20271301/1;7965;17965;27965;37965;47965
20271301/1;9631;19631;29631;39631;49631
20271301/1;51301;61301;71301;81301;91301
20271301/1;52967;62967;72967;82967;92967
20271301/1;54633;64633;74633;84633;94633
20271301/1;56299;66299;76299;86299;96299
20271301/1;57965;67965;77965;87965;97965
20271301/1;59631;69631;79631;89631;99631
20271302/1;1302;11302;21302;31302;41302
20271302/1;2968;12968;22968;32968;42968
20271302/1;4634;14634;24634;34634;44634
20271302/1;6300;16300;26300;36300;46300
20271302/1;7966;17966;27966;37966;47966
20271302/1;9632;19632;29632;39632;49632
20271302/1;51302;61302;71302;81302;91302
20271302/1;52968;62968;72968;82968;92968
20271302/1;54634;64634;74634;84634;94634
20271302/1;56300;66300;76300;86300;96300
20271302/1;57966;67966;77966;87966;97966
20271302/1;59632;69632;79632;89632;99632
20271303/1;1303;11303;21303;31303;41303
20271303/1;2969;12969;22969;32969;42969
20271303/1;4635;14635;24635;34635;44635
20271303/1;6301;16301;26301;36301;46301
20271303/1;7967;17967;27967;37967;47967
20271303/1;9633;19633;29633;39633;49633
20271303/1;51303;61303;71303;81303;91303
20271303/1;52969;62969;72969;82969;92969
20271303/1;54635;64635;74635;84635;94635
20271303/1;56301;66301;76301;86301;96301
20271303/1;57967;67967;77967;87967;97967
20271303/1;59633;69633;79633;89633;99633
20271304/1;1304;11304;21304;31304;41304
20271304/1;2970;12970;22970;32970;42970
20271304/1;4636;14636;24636;34636;44636
20271304/1;6302;16302;26302;36302;46302
20271304/1;7968;17968;27968;37968;47968
20271304/1;9634;19634;29634;39634;49634
20271304/1;51304;61304;71304;81304;91304
20271304/1;52970;62970;72970;82970;92970
20271304/1;54636;64636;74636;84636;94636
20271304/1;56302;66302;76302;86302;96302
20271304/1;57968;67968;77968;87968;97968
20271304/1;59634;69634;79634;89634;99634
20271305/1;1305;11305;21305;31305;41305
20271305/1;2971;12971;22971;32971;42971
20271305/1;4637;14637;24637;34637;44637
20271305/1;6303;16303;26303;36303;46303
20271305/1;7969;17969;27969;37969;47969
20271305/1;9635;19635;29635;39635;49635
20271305/1;51305;61305;71305;81305;91305
20271305/1;52971;62971;72971;82971;92971
20271305/1;54637;64637;74637;84637;94637
20271305/1;56303;66303;76303;86303;96303
20271305/1;57969;67969;77969;87969;97969
20271305/1;59635;69635;79635;89635;99635
20271306/1;1306;11306;21306;31306;41306
20271306/1;2972;12972;22972;32972;42972
20271306/1;4638;14638;24638;34638;44638
20271306/1;6304;16304;26304;36304;46304
20271306/1;7970;17970;27970;37970;47970
20271306/1;9636;19636;29636;39636;49636
20271306/1;51306;61306;71306;81306;91306
